BibCode,Title,Author,AUaff1,AUaff2,AUaff3,Publication,Date,YYYY,URL,DOI,Notes,Instru,ObsDate,ProjCode,TAC,Subject
2016ApJS..226....6B,Ultra-deep K<sub>s</sub>-band Imaging of the Hubble Frontier Fields,"Brammer, G.|Marchesini, D.|Labbé, I.|et. al.",,,,ApJS 226 6,2016 September,2016,http://arxiv.org/abs/1606.07450,10.3847/0067-0049/226/1/6,,MOSFIRE,2015 Jan 26/27|2016 Jan 21/22|2015 Feb 24|2016 Jan 21/22,2015_N097M|2016_N135M,NASA,Galatic
2016ApJS..226....3P,"A Solar-pumped Fluorescence Model for Line-by-line Emission Intensities in the B-X, A-X, and X-X Band Systems of <sup>12</sup>C<sup>14</sup>N","Paganini, L.|Mumma, M.",,,,ApJS 226 3,2016 September,2016,,10.3847/0067-0049/226/1/3,,NIRSPEC,,,NASA,Solar System
2016ApJ...829L...3W,Families of Plausible Solutions to the Puzzle of Boyajian's Star,"Wright, J.|Sigurdsson, S.",,,,ApJ 829 L3,2016 September,2016,http://arxiv.org/abs/1609.03505,10.3847/2041-8205/829/1/L3,,HIRES,  2015 October 31,2015_U063Hr,UC,
2016ApJ...829...53V,A giant Ly&#945 nebula in the core of an X-ray cluster at z=1.99: implications for early energy injection,"Valentino, F.|Daddi, E.|Finoguenov, A.|et. al.",,,,ApJ 829 53,2016 September,2016,http://arxiv.org/abs/1605.03194,10.3847/0004-637X/829/1/53,,LRIS,2014 March 27,2014A_A272LA,NOAO|TSIP,
2016ApJ...829...34S,Radial velocity monitoring of Kepler heartbeat stars,"Shporer, A.|Fuller, J.|Isaacson, H.|et. al.",,,,ApJ 829 34,2016 September,2016,http://arxiv.org/abs/1606.02723,10.3847/0004-637X/829/1/34,,HIRES,May to October 2015,,,
2016ApJ...829...21T,Multi-wavelength lens reconstruction of a Planck & Herschel-detected star-bursting galaxy,"Timmons, N.|Cooray, A.|Riechers, D.|et. al.",,,,ApJ 829 21,2016 September,2016,http://arxiv.org/abs/1512.03059,10.3847/0004-637X/829/1/21,,AO|LGS|NIRC2,4-Feb-12,2012_U034N2L,UC,
2016A&A...593A..75S,Direct Imaging discovery of a second planet candidate around the possibly transiting planet host CVSO 30,"Schmidt, T.|Neuhäuser, R.|Briceño, C.|et. al.",,,,A&A 593 A75,2016 September,2016,https://arxiv.org/abs/1605.05315,10.1051/0004-6361/201526326,,AO|NGS|NIRC2,25-Sep-10,,Caltech,Exoplanets
2016ApJS..226....5L,The Metal Abundances across Cosmic Time (MACT) Survey. I. Optical Spectroscopy in the Subaru Deep Field,"Ly, C.|Malhotra, S.|Malkan, M.|et. al.",,,,ApJS 226 5,2016 September,2016,https://arxiv.org/abs/1602.01089,10.3847/0067-0049/226/1/5,,DEIMOS,,,UC,
2016AJ....152...61M,Zodiacal Exoplanets in Time (ZEIT) III: A short-period planet orbiting a pre-main-sequence star in the Upper Scorpius OB Association,"Mann, A.|Newton, E.|Rizzuto, A.|et. al.",,,,AJ 152 61,2016 September,2016,https://arxiv.org/abs/1604.06165,10.3847/0004-6256/152/3/61,,AO|NGS|NIRC2,"March 18 ( ), 2016",2016_H319N2,UH,Exoplanets
2016Icar..276..107D,The orbit and size of (87) Sylvia’s Romulus from the 2015 apparition,"Drummond, J.|Reynolds, O.|Buckman, M.|et. al.",,,,Icarus 276 107,2016 September,2016,,10.1016/j.icarus.2016.04.033,per Peter W.,AO|LGS|NIRC2,,,,
2016PASP..128i5004S,A New Distortion Solution for NIRC2 on the Keck II Telescope,"Service, M.|Lu, J.|Campbell, R.|et. al.",,,,PASP 128i5004,2016 September,2016,,10.1088/1538-3873/128/967/095004,,AO|NIRC2,,,,
2016ApJ...828...15H,Carbon Stars in the Satellites and Halo of M31,"Hamren, K.|Beaton, R.|Guhathakurta, P.|et. al.",,,,ApJ 828 15,2016 September,2016,https://arxiv.org/abs/1608.06714,10.3847/0004-637X/828/1/15,,DEIMOS,,,,
2016ApJ...830...41L,A Search for Stellar-Mass Black Holes via Astrometric Microlensing,"Lu, J.|Sinukoff, E.|Ofek, E.|et.al.",,,,ApJ 830 41,2016 October,2016,http://arxiv.org/abs/1607.08284,10.3847/0004-637X/830/1/41,,AO|LGS|NIRC2,,,,Extragalactic
2016A&A...594A..63G,The International Deep Planet Survey II: The frequency of directly imaged giant exoplanets with stellar mass,"Galicher, R.|Marois, C.|Macintosh, B.|et. al.","Observatoire de Paris, France","LLNL, CA, USA","LLNL, CA, USA",A&A 594 A63,2016 October,2016,http://arxiv.org/abs/1607.08239,10.1051/0004-6361/201527828,AO from PeterW,AO|NIRC2,,,KOA,Extrasolar
2016A&A...595A...9W,Search for substellar-mass companions and asymmetries in their parent discs,"Willson, M.|Kraus, S.|Kluska, J.|et. al.",,,,A&A 595 A9,2016 October,2016,http://arxiv.org/abs/1608.03629,10.1051/0004-6361/201628859,,AO|NGS|NIRC2,,N104N2|N121N2,NASA,Extrasolar
2016MNRAS.462.1978F,MUSE searches for galaxies near very metal-poor gas clouds at z~3: new constraints for cold accretion models,"Fumagalli, M.|Cantalupo, S.|Dekel, A.|et. al.",,,,MNRAS 462 1978,2016 October,2016,http://arxiv.org/abs/1607.03893,10.1093/mnras/stw1782,,LRIS,,,TSIP|NOAO,
2016MNRAS.462..649B,Progressive Red Shifts in the Late-Time Spectra of Type Ia Supernovae,"Black, C.|Fesen, R.|Parrent, J.",,,,MNRAS 462 649,2016 October,2016,http://arxiv.org/abs/1604.01044,10.1093/mnras/stw1680,,LRIS,28-Aug-08,2008_H221LA,UH,Extragalactic
2016MNRAS.462.1812R,A Quintuple Star System Containing Two Eclipsing Binaries,"Rappaport, S.|Lehmann, H.|Kalomeni, B.|et. al.",,,,MNRAS 462 1812,2016 October,2016,http://arxiv.org/abs/1606.06324,10.1093/mnras/stw1745,,AO|NGS|NIRC2,2016 April 13,2016_C264N2,Caltech,Stellar
2016MNRAS.461.4115R,The CHARA Array resolves the long-period Wolf-Rayet binaries WR 137 and WR 138,"Richardson, N.|Shenar, T.|Roy-Loubier, O.|et. al.",,,,MNRAS 461 4115,2016 October,2016,http://arxiv.org/abs/1606.09586,10.1093/mnras/stw1585,,ESI,2013 August 11,2013_K284E,Keck,Stellar
2016AJ....152...85E,Bringing “The Moth” to Light: A Planet-sculpting Scenario for the HD 61005 Debris Disk,"Esposito, T.|Fitzgerald, M.|Graham, J.|et. al.",,,,AJ 152 85,2016 October,2016,http://arxiv.org/abs/1605.06161,10.3847/0004-6256/152/4/85,,AO|NGS|NIRC2,2008 Dec 02|2012 Jan 03|2014 Feb 09,2008_U048N2|2012_U098N2|2014_U077N2,UC,Extrasolar
2016ApJ...830...46F,Three Temperate Neptunes Orbiting Nearby Stars,"Fulton, B.|Howard, A.|Weiss, L.|et. al.",,,,ApJ 830 46,2016 October,2016,https://arxiv.org/abs/1607.00007,10.3847/0004-637X/830/1/46,,HIRES,,,UH|UC|NASA,Extrasolar
2016ApJ...830...52E,A High Fraction of Lyalpha Emitters among Galaxies with Extreme Emission Line Ratios,"Erb, D.|Pettini, M.|Steidel, C.|et. al.",,,,ApJ 830 52,2016 October,2016,https://arxiv.org/abs/1605.04919,10.3847/0004-637X/830/1/52,,MOSFIRE|LRIS,,,,KBSS
2016ApJ...830...50M,The Nature of Active Galactic Nuclei with Velocity Offset Emission Lines,"Müller-Sánchez, F.|Comerford, J.|Stern, D.|Harrison, F. A.",,,,ApJ 830 50,2016 October,2016,https://arxiv.org/abs/1606.07446,10.3847/0004-637X/830/1/50,,AO|LGS|OSIRIS,  2013 April 3,2013_C199OL,Caltech,
2016ApJ...830..113G,Numerical Simulation of the SVS 13 Microjet and Bow Shock Bubble,"Gardner, C.|Jones, J.|Hodapp, K.",,,,ApJ 830 113,2016 October,2016,https://math.la.asu.edu/~gardner/SVS13sim.pdf,10.3847/0004-637X/830/2/113,,AO|LGS|OSIRIS,2011 August 21,H250OL,UH,
2016ApJ...830..158M,Element Abundances in a Gas-rich Galaxy at z = 5: Clues to the Early Chemical Enrichment of Galaxies,"Morrison, S.|Kulkarni, V.|Som, D.|et. al.","University of South Carolina, SC, USA","University of South Carolina, SC, USA","University of South Carolina, SC, USA",ApJ 830 158,2016 October,2016,https://arxiv.org/abs/1603.03492,10.3847/0004-637X/830/2/158, KODIAQ - HIRES and KOA - ESI,ESI|HIRES,"March 22, 2009|April 4, 2010",2009_U143E|2010_U018Hr,KOA|UC,
2016ApJ...830..148C,The Primordial Deuterium Abundance of the Most Metal-poor Damped Lyman-&#945 System,"Cooke, R.|Pettini, M.|Nollett, K.|Jorgenson, R.",,,,ApJ 830 148,2016 October,2016,https://arxiv.org/abs/1607.03900,10.3847/0004-637X/830/2/148,,HIRES,2013 May 6,2013_H228Hb,UH,Extragalactic
2016ApJ...830L..21T,Spectroscopic Confirmation of the Dwarf Spheroidal Galaxy d0994+71 as a Member of the M81 Group of Galaxies,"Toloba, E.|Sand, D.|Guhathakurta, P.|et. al.",,,,ApJ 830 L21,2016 October,2016,https://arxiv.org/abs/1610.03856,10.3847/2041-8205/830/1/L21,,DEIMOS, 2016 January 8,2015B_U060D,UC,Extragalactic
2016ApJ...830...49B,Boron Abundances Across the “Li–Be Dip” in the Hyades Cluster,"Boesgaard, A.|Lum, M.|Deliyannis, C.|et. al.",,,,ApJ 830 49,2016 October,2016,https://arxiv.org/abs/1606.07117,10.3847/0004-637X/830/1/49,,HIRES,1999 January 17 and 18,1999_H15aH,UH,
2016ApJ...830...42C,Radio Observations of a Sample of Broad-line Type IC Supernovae Discovered by PTF/IPTF: A Search for Relativistic Explosions,"Corsi, A.|Gal-Yam, A..|Kulkarni, S.|et. al.",,,,ApJ 830 42,2016 October,2016,https://arxiv.org/abs/1512.01303,10.3847/0004-637X/830/1/42,,LRIS|DEIMOS,2013 December 4|2015 November 7,,Caltech,
2016ApJ...830...29G,Testing the Binary Trigger Hypothesis in FUors,"Green, J.|Kraus, A.|Rizzuto, A.|et. al.",,,,ApJ 830 29,2016 October,2016,https://arxiv.org/abs/1605.03270,10.3847/0004-637X/830/1/29,,AO|LGS|NIRC2,2015 July 22,2015_N301N2L,NASA,
2016ApJ...830...10H,Optical Identification of Cepheids in 19 Host Galaxies of Type Ia Supernovae and NGC 4258 with the Hubble Space Telescope,"Hoffmann, S.|Macri, L.|Riess, A.|et. al.",,,,ApJ 830 10,2016 October,2016,https://arxiv.org/abs/1607.08658,10.3847/0004-637X/830/1/10,,LRIS,,,,
2016ApJS..226...25L,Quasars Probing Quasars. VIII. The Physical Properties of the Cool Circumgalactic Medium Surrounding z ~ 2–3 Massive Galaxies Hosting Quasars,"Lau, M.|Prochaska, J.|Hennawi, J.",,,,ApJS 226 25,2016 October,2016,https://arxiv.org/abs/1510.06018,10.3847/0067-0049/226/2/25,,MOSFIRE|NIRSPEC,2014 Oct 1|2010 Jan 29|2009 Jan 7,2014_U034M|2010_U132NS|2009_C137NS,UC|Caltech,
2016ApJ...830...13P,Host-Galaxy Properties of 32 Low-Redshift Superluminous Supernovae from the Palomar Transient Factory,"Perley, D.|Quimby, R.|Yan, L.|et. al.",,,,ApJ 830 13,2016 October,2016,https://arxiv.org/abs/1604.08207,10.3847/0004-637X/830/1/13,,DEIMOS|LRIS|MOSFIRE,,,,
2016ApJ...830...17B,An Improved Distance and Mass Estimate for Sgr A* from a Multistar Orbit Analysis,"Boehle, A.|Ghez, A.|Schödel, R.|et. al.",,,,ApJ 830 17,2016 October,2016,https://arxiv.org/abs/1607.05726,10.3847/0004-637X/830/1/17,,AO|LGS|NIRC2|OSIRIS,2013 May 11-13,,UC,
2016AJ....152..105M,A Dynamical Analysis of the Kepler-80 System of Five Transiting Planets,"MacDonald, M.|Ragozzine, D.|Fabrycky, D.|et. al.",,,,AJ 152 105,2016 October,2016,https://arxiv.org/abs/1607.07540,10.3847/0004-6256/152/4/105,,HIRES,2011 July 20,,NASA,
2016ApJ...830...14S,Kinematic Downsizing at z~2,"Simons, R.|Kassin, S.|Trump, J.|et. al.",,,,ApJ 830 14,2016 October,2016,https://arxiv.org/abs/1606.00009,10.3847/0004-637X/830/1/14,,MOSFIRE,,,,
2016ApJ...829...64D,The Kinematics of CIV in Star-Forming Galaxies at z~1.2,"Du, X.|Shapley, A.|Martin, C.|Coil, A.",,,,ApJ 829 64,2016 October,2016,https://arxiv.org/abs/1604.03945,10.3847/0004-637X/829/2/64,,LRIS,2007 to 2009,,,
2016ApJ...830..112B,A Study of Ro-vibrational OH Emission from Herbig Ae/Be Stars,"Brittain, S.|Najita, J.|Carr, J.|et. al.","Clemson University, SC, USA","NOAO, AZ, USA","Naval Research Laboratory, Washington, DC, USA",ApJ 830 112,2016 October,2016,https://arxiv.org/abs/1608.00986,10.3847/0004-637X/830/2/112,,NIRSPEC,,,KOA,
2016ApJ...829L..24P,G64-12 and G64-37 are Carbon-Enhanced Metal-Poor Stars,"Placco, V.|Beers, T.|Reggiani, H.|Meléndez, J.",,,,ApJ 829 L24,2016 October,2016,https://arxiv.org/abs/1609.00679,10.3847/2041-8205/829/2/L24,,HIRES,,,,
2016PASP..128k4401H,Limits on Planetary Companions from Doppler Surveys of Nearby Stars,"Howard, A.|Fulton, B.",,,,PASP 128 4401,2016 November,2016,http://arxiv.org/abs/1606.03134,10.1088/1538-3873/128/969/114401,,HIRES,,,NASA,Extrasolar
2016ApJ...831...95W,Low-metallicity Absorbers Account for Half of the Dense Circumgalactic Gas at z < 1,"Wotta, C.|Lehner, N.|Howk, J.|et. al.",,,,ApJ 831 95,2016 November,2016,http://arxiv.org/abs/1608.02584,10.3847/0004-637X/831/1/95,,HIRES,,,,
2016ApJS..227...11B,The Pan-STARRS1 distant z>5.6 quasar survey: more than 100 quasars within the first Gyr of the universe,"Bañados, E.|Venemans, B.|Decarli, R.|et. al.",,,,ApJS 227 11,2016 November,2016,http://arxiv.org/abs/1608.03279,10.3847/0067-0049/227/1/11,,LRIS,2015 Dec 4|2014 Oct 20|2015 Aug 13|2016 Feb 14,2014_C203LA|2015_C225LA|2016_C271LA,Caltech,
2016ApJ...831...20B,C/O and Mg/Si Ratios of Stars in the Solar Neighborhood,"Brewer, J.|Fischer, D.",,,,ApJ 831 20,2016 November,2016,http://arxiv.org/abs/1608.06286,10.3847/0004-637X/831/1/20,California Planet Search (CPS),HIRES,,,,
2016MNRAS.463..696L,The chemical compositions of solar twins in the open cluster M67,"Liu, F.|Asplund, M.|Yong, D.|et. al.",,,,MNRAS 463 696,2016 November,2016,http://arxiv.org/abs/1608.03788,10.1093/mnras/stw2045,,HIRES,"January 24 - 25, 2015",2014_Z219Hr,ANU,Extrasolar
2016Icar..278..301D,Emerging trends and a comet taxonomy based on the volatile chemistry measured in thirty comets with high-resolution infrared spectroscopy between 1997 and 2013,"Dello Russo, N.|Kawakita, H.|Vervack, R.|et. al.",,,,Icarus 278 301,2016 November,2016,,10.1016/j.icarus.2016.05.039,,NIRSPEC,,,NASA,
2016MNRAS.463.1088K,An optical and near-infrared study of the Type Ia/IIn Supernova PS15si,"Kilpatrick, C.|Andrews, J.|Smith, N.|et. al.",,,,MNRAS 463 1088,2016 November,2016,http://arxiv.org/abs/1606.00872,10.1093/mnras/stw2061,,LRIS,2015 Jun 16,2015_U064LA,UC,
2016MNRAS.462.3457C,SHARP - III: First Use Of Adaptive Optics Imaging To Constrain Cosmology With Gravitational Lens Time Delays,"Chen, G.|Suyu, S.|Wong, K.|et. al.",,,,MNRAS 462 3457,2016 November,2016,http://arxiv.org/abs/1601.01321,10.1093/mnras/stw991,,AO|NIRC2,  2012 May 16 and May 18,2012_U031N2L,UC,
2016MNRAS.463L..51H,SHARP - II. Mass structure in strong lenses is not necessarily dark matter substructure: A flux ratio anomaly from an edge-on disc,"Hsueh, J.|Fassnacht, C.|Vegetti, S.|et. al.",,,,MNRAS 463 L51,2016 November,2016,http://arxiv.org/abs/1601.01671,10.1093/mnrasl/slw146,,AO|LGS|NIRC2,2012 May 16,,UC,
2016ApJ...831...78M,IROCKS: Spatially Resolved Kinematics of z ~ 1 Star-forming Galaxies,"Mieda, E.|Wright, S.|Larkin, J.|et. al.",,,,ApJ 831 78,2016 November,2016,https://arxiv.org/abs/1608.01676,10.3847/0004-637X/831/1/78,,AO|LGS|OSIRIS,,,,
2016A&A...595L..11S,Spectroscopic characterisation of microlensing events Towards a new interpretation of OGLE-2011-BLG-0417,"Santerne, A.|Beaulieu, J.|Rojas A.|et. al.",,,,A&A 595 L11,2016 November,2016,https://arxiv.org/abs/1610.04446,10.1051/0004-6361/201527710,,AO|NIRC2,,,,
2016ApJ...831L...9N,A Hard Ionizing Spectrum in z = 3–4 Ly&#945 Emitters with Intense [O III] Emission: Analogs of Galaxies in the Reionization Era?,"Nakajima, K.|Ellis, R.|Iwata, I.|et. al.",,,,ApJ 831 L9,2016 November,2016,,10.3847/2041-8205/831/1/L9,,MOSFIRE,,,Subaru,
2016AJ....152..123G,WISEP J060738.65+242953.4: A Nearby Pole-on L8 Brown Dwarf with Radio Emission,"Gizis, J.|Williams, P.|Burgasser, A.|et. al.",,,,AJ 152 123,2016 November,2016,https://arxiv.org/abs/1607.00943,10.3847/0004-6256/152/5/123,,NIRSPEC,2013 October 16,2013_U055NS,UC,
2016ApJ...831..133H,The Eruption of the Candidate Young Star ASASSN-15qi,"Herczeg, G.|Dong, S.|Shappee, B.|et. al.",,,,ApJ 831 133,2016 November,2016,https://arxiv.org/abs/1607.06368,10.3847/0004-637X/831/2/133,,HIRES|MOSFIRE,27 October 2015|21 December 2015|30 December 2015,2015_C205Hr|2015_C207M,Caltech,
2016ApJ...832...67N,The Origin of Double-peaked Narrow Lines in Active Galactic Nuclei II: Kinematic Classifications for the Population at z < 0.1,"Nevin, R.|Comerford, J.|Müller-Sánchez, F.|et. al.",,,,ApJ 832 67,2016 November,2016,https://arxiv.org/abs/1609.04018,10.3847/0004-637X/832/1/67,,DEIMOS,,,,
2016ApJ...831..104G,Radial Distribution of ISM Gas-phase Metallicity in CLASH Clusters at z ~ 0.35: A New Outlook on Environmental Impact on Galaxy Evolution,"Gupta, A.|Yuan, T.|Tran, K.|et. al.",,,,ApJ 831 104,2016 November,2016,https://arxiv.org/abs/1608.06289,10.3847/0004-637X/831/1/104,,DEIMOS,24-Feb-14,2014A_Z271D,ANU,
2016ApJ...831...40R,Detailed Abundance Analysis of a Metal-poor Giant in the Galactic Center,"Ryde, N.|Fritz, T.|Rich, R.|et. al.",,,,ApJ 831 40,2016 November,2016,,10.3847/0004-637X/831/1/40,,NIRSPEC,2015 April 27,2015A_U087NS,UC,
2016AJ....152..141B,The Solar Neighborhood. XXXVII: The Mass-Luminosity Relation for Main-sequence M Dwarfs,"Benedict, G.|Henry, T.|Franz, O.|et. al.",,,,AJ 152 141,2016 November,2016,,10.3847/0004-6256/152/5/141,,AO|NGS|NIRC2,,,,
2016MNRAS.463...37S,Contamination from a nearby star cannot explain the anomalous transmission spectrum of the ultra-short period giant planet WASP-103b,"Southworth, J.|Evans, D.",,,,MNRAS 463 37,2016 November,2016,https://arxiv.org/abs/1608.00746,10.1093/mnras/stw1943,,AO|NGS|NIRC2,,,,
2016MNRAS.462.2440T,Observations of metals in the z &#8776; 3.5 intergalactic medium and comparison to the EAGLE simulations,"Turner, M.|Schaye, J.|Crain, R.|et. al.",,,,MNRAS 462 2440,2016 November,2016,https://arxiv.org/abs/1605.08700,10.1093/mnras/stw1816,,HIRES,,,,
2016MNRAS.463..712T,At the survey limits: discovery of the Aquarius 2 dwarf galaxy in the VST ATLAS and the SDSS data,"Torrealba, G.|Koposov, S.|Belokurov, V.|et. al.",,,,MNRAS 463 712,2016 November,2016,https://arxiv.org/abs/1605.05338,10.1093/mnras/stw2051,,DEIMOS,11-Sep-15,2015B_Y025D,CIT-Yale,
2016MNRAS.463..413W,The XMM Cluster Survey: evolution of the velocity dispersion -- temperature relation over half a Hubble time,"Wilson, S.|Hilton, M.|Rooney, P.|et. al.",,,,MNRAS 463 413,2016 November,2016,https://arxiv.org/abs/1512.02800,10.1093/mnras/stw1947,,LRIS,,,,
2016ApJ...831..205K,SN Refsdal: Classification as a Luminous and Blue SN 1987A-like Type II Supernova,"Kelly, P.|Brammer, G.|Selsing, J.|et. al.",,,,ApJ 831 205,2016 November,2016,https://arxiv.org/abs/1512.09093,10.3847/0004-637X/831/2/205,,MOSFIRE|DEIMOS,"November 23, 2014|December 20, 2014",,Caltech|NASA,
2016AJ....152..115S,Rotation in the Pleiades with K2. III. Speculations on Origins and Evolution,"Stauffer, J.|Rebull, L.|Bouvier, J.|et. al.",,,,AJ 152 115,2016 November,2016,https://arxiv.org/abs/1606.00057,10.3847/0004-6256/152/5/115,,HIRES,2-3 February 2016,,,
2016ApJ...832...56A,The Evolution of the Faint End of the UV Luminosity Function during the Peak Epoch of Star Formation (1 < z < 3),"Alavi, A.|Siana, B.|Richard, J.|et. al.",,,,ApJ 832 56,2016 November,2016,https://arxiv.org/abs/1606.00469,10.3847/0004-637X/832/1/56,,LRIS|MOSFIRE,Jan-15,,UC,
2016ApJ...831...38V,The Lyman Continuum Escape Fraction of The Cosmic Horseshoe: A Test of Indirect Estimates,"Vasei, K.|Siana, B.|Shapley, A.|et. al.",,,,ApJ 831 38,2016 November,2016,https://arxiv.org/abs/1603.02309,10.3847/0004-637X/831/1/38,,ESI,,,,
2016ApJ...831..169S,Tracing Slow Winds from T Tauri Stars via Low Velocity Forbidden Line Emission,"Simon, M.|Pascucci, I.|Edwards, S.|et. al.",,,,ApJ 831 169,2016 November,2016,https://arxiv.org/abs/1608.06992,10.3847/0004-637X/831/2/169,,HIRES,2006|2012,,,
2016ApJ...832...52F,The Circumgalactic Medium of Submillimeter Galaxies. I. First Results from a Radio-Identified Sample,"Fu, H.|Hennawi, J.|Prochaska, J.|et. al.",,,,ApJ 832 52,2016 November,2016,https://arxiv.org/abs/1607.00016,10.3847/0004-637X/832/1/52,,LRIS,2015 Jun 13|2016 Jan 9,,Caltech|UC,
2016ApJ...831..152L,Absorption Line Spectroscopy of Gravitationally-Lensed Galaxies: Further Constraints on the Escape Fraction of Ionizing Photons at High Redshift,"Leethochawalit, N.|Jones, T.|Ellis, R.|et. al.",,,,ApJ 831 152,2016 November,2016,https://arxiv.org/abs/1606.05309,10.3847/0004-637X/831/2/152,,DEIMOS,March 2015|May 2015,,Caltech,
2016ApJ...832...37G,ALMA observations of Lyman-alpha Blob 1: halo sub-structure illuminated from within,"Geach, J.|Narayanan, D.|Matsuda, Y.|et. al.",,,,ApJ 832 37,2016 November,2016,https://arxiv.org/abs/1608.02941,10.3847/0004-637X/832/1/37,observed during science verification of the Multi-Object Spectrometer For Infra-Red Exploration,MOSFIRE,,,UC,
2016ApJ...831..110G,MC<sup>2</sup>: Dynamical Analysis of the Merging Galaxy Cluster MACS J1149.5+2223,"Golovich, N.|Dawson, W.|Wittman, D.|et. al.",,,,ApJ 831 110,2016 November,2016,https://arxiv.org/abs/1608.01329,10.3847/0004-637X/831/1/110,,DEIMOS,,,,
2016ApJ...832...86C,SN2002es-like Supernovae From Different Viewing Angles,"Cao, Y.|Kulkarni, S.|Gal-Yam, A.|et. al.",,,,ApJ 832 86,2016 November,2016,https://arxiv.org/abs/1606.05655,10.3847/0004-637X/832/1/86,,LRIS,,,,
2016ApJ...832...62F,Discovery of a Possible Cool White Dwarf Companion from the AllWISE Motion Survey,"Fajardo-Acosta, S.|Kirkpatrick, J.|Schneider, A.|et. al.",,,,ApJ 832 62,2016 November,2016,https://arxiv.org/abs/1609.07435,10.3847/0004-637X/832/1/62,,LRIS,2014 Oct 20,2014B_C203LA,,
2016Icar..280..405D,Spatial Distribution of Io’s Volcanic Activity from Near-IR Adaptive Optics Observations on 100 Nights in 2013-2015,"de Kleer, K.|de Pater, I.",,,,Icarus 280 405,2016 December,2016,,10.1016/j.icarus.2016.06.018,,AO|NIRC2,,,,Solar System
2016AJ....152..159B,The 3-4 &#924;m Spectra of Jupiter Trojan Asteroids,"Brown, M.",,,,AJ 152 159,2016 December,2016,http://arxiv.org/abs/1606.03013,10.3847/0004-6256/152/6/159,,NIRSPEC,,,Caltech,Solar System
2016AJ....152..223O,K2 Discovers a Busy Bee: An Unusual Transiting Neptune Found in the Beehive Cluster,"Obermeier, C.|Henning, T.|Schlieder, J.|et. al.",,,,AJ 152 223,2016 December,2016,http://arxiv.org/abs/1608.04760,10.3847/1538-3881/152/6/223,,AO|NGS|NIRC2|HIRES,December 23 2015|January 16 2016,,Caltech,Extrasolar
2016ApJ...832..139H,Optical and Ultraviolet Observations of the Very Young Type IIP SN 2014cx in NGC 337,"Huang, F.|Wang, X.|Zampieri, L.|et. al.",,,,ApJ 832 139,2016 December,2016,http://arxiv.org/abs/1609.02333,10.3847/0004-637X/832/2/139,,LRIS,2015 Oct 10,2015_U048LA,UC,Extragalactic
2016Icar..280..378D,Time variability of Io's volcanic activity from near-IR adaptive optics observations on 100 nights in 2013-2015,"de Kleer, K.|de Pater, I.",,,,Icarus 280 378,2016 December,2016,,10.1016/j.icarus.2016.06.019,,AO|NIRC2,,,,Solar System
2016ApJ...833..232P,Runaway Dwarf Carbon Stars as Candidate Supernova Ejecta,"Plant, K.|Margon, B.|Guhathakurta, P.|et. al.",,,,ApJ 833 232,2016 December,2016,https://arxiv.org/abs/1611.01185,10.3847/1538-4357/833/2/232,,DEIMOS,7 April 2016|13 April 2015,2015_U077D|2016_U124D,UC,
2016ApJ...831..136C,"The TRENDS High-contrast Imaging Survey. VI. Discovery of a Mass, Age, and Metallicity Benchmark Brown Dwarf","Crepp, J.|Gonzales, E.|Bechter, E.|et. al.",,,,ApJ 831 136,2016 December,2016,https://arxiv.org/abs/1604.00398,10.3847/0004-637X/831/2/136,,AO|NGS|NIRC2,"August 18, 2013|2015-January-09|2015-September-24",,NASA|Caltech,
2016MNRAS.463.3829R,The Frequency Of Binary Star Interlopers Amongst Transitional Discs,"Ruíz-Rodríguez, D.|Ireland, M.|Cieza, L.|Kraus, A.","ANU, Australia","ANU, Australia","Universidad Diego Portales, Chile",MNRAS 463 3829,2016 December,2016,https://arxiv.org/abs/1609.02979,10.1093/mnras/stw2297,,AO|NIRC2,2014 August and December,,KOA,
2016AJ....152..182H,HAT-P-65b and HAT-P-66b: Two Transiting Inflated Hot Jupiters and Observational Evidence for the Re-Inflation of Close-In Giant Planets,"Hartman, J.|Bakos, G.|Bhatti, W.|et. al.",,,,AJ 152 182,2016 December,2016,https://arxiv.org/abs/1609.02767,10.3847/0004-6256/152/6/182,,HIRES,,A289Hr|A245Hr|N029Hr|N154Hr|N130Hr|N133Hr|N169Hr|N186Hr,NASA|NOAO,Exoplanets
2016AJ....152..185G,K2-97b: A (Re-?)Inflated Planet Orbiting a Red Giant Star,"Grunblatt, S.|Huber, D.|Gaidos, E.|et. al.",,,,AJ 152 185,2016 December,2016,https://arxiv.org/abs/1606.05818,10.3847/0004-6256/152/6/185,,AO|NGS|NIRC2|HIRES,,,,
2016AJ....152..160B,A 1.9 Earth radius rocky planet and the discovery of a non-transiting planet in the Kepler-20 system,"Buchhave, L.|Dressing, C.|Dumusque, X.|et. al.","University of Copenhagen, Copenhagen, Denmark","CIT, CA, USA","Université de Genève, Switzerland",AJ 152 160,2016 December,2016,https://arxiv.org/abs/1608.06836,10.3847/0004-6256/152/6/160,...spectrograph and 30 archival Keck/HIRES observations..,HIRES,,,KOA,
2016A&A...596A..76S,H&#945;-activity and ages for stars in the SARG survey,"Sissa, E.|Gratton, R.|Desidera, S.|et. al.","Osservatorio Astronomico di Padova, Italy","Osservatorio Astronomico di Padova, Italy","Osservatorio Astronomico di Padova, Italy",A&A 596 A76,2016 December,2016,https://arxiv.org/abs/1609.04660,10.1051/0004-6361/201628531,,HIRES,,,KOA,
